Procedure,Airplane_Model,Date,Time,Index,start,end,label,label2,text
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,876,373,390,Action (Where),Action,flap t/o selector
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,877,405,440,Action (What),Action,rotate the flap t/o selector to 0°
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,878,405,411,Action (How),Action,rotate
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,879,416,433,Action (Where),Action,flap t/o selector
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,880,441,456,Action (What),Action,eadpnf checked
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,881,445,448,Actor,Actor,pnf
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,882,457,489,Action (What),Action,check ead for alerts and status
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,883,463,466,Action (Where),Action,ead
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,884,490,508,Trigger (What),Trigger,if the hyd-manual
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,885,509,542,Action (What),Action,complete the following procedure:
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,886,583,623,Action (What),Action,push/verify the 1-3 and 1-2 rmp switches
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,887,583,594,Action (How),Action,push/verify
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,888,599,623,Action (Where),Action,1-3 and 1-2 rmp switches
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,889,628,697,Verification (What),Verification,ob-serve the pumps are off and the on/disag lightsare extinguished
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,890,638,647,Verification (Where),Verification,the pumps
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,891,652,655,Verification (How),Verification,off
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,892,660,679,Verification (Where),Verification,the on/disag lights
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,893,684,697,Verification (How),Verification,extinguished
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,894,698,801,Trigger (What),Trigger,on all md-10 aircraft and md-11 aircraft with air-manual and when a packs offitakeoff is performed
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,895,802,836,Action (What),Action,complete the following procedures
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,896,861,864,Actor,Actor,pnf
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,897,865,874,Action (What),Action,bleedson
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,898,865,871,Action (Where),Action,bleeds
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,899,875,917,Action (What),Action,push/verify bleed air 1 2 and 3 switches
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,900,875,886,Action (How),Action,push/verify
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,901,887,917,Action (Where),Action,bleed air 1 2 and 3 switches
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,902,922,971,Verification (What),Verification,ob-serve the off switch lights are extinguished
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,903,936,953,Verification (Where),Verification,off switch lights
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,904,958,971,Verification (How),Verification,extinguished
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,905,1118,1121,Actor,Actor,pnf
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,906,1131,1137,Decide (What),Decide,md- 11
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,907,1138,1168,Action (What),Action,push pack 1 2 and 3 switches
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,908,1138,1142,Action (How),Action,push
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,909,1143,1168,Action (Where),Action,pack 1 2 and 3 switches
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,910,1173,1208,Verification (What),Verification,verify offlights are extinguished
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,911,1180,1190,Verification (Where),Verification,offlights
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,912,1195,1208,Verification (How),Verification,extinguished
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,913,1209,1237,Decide (What),Decide,md-10 with econ selected on:
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,914,1220,1237,Decide (How),Decide,econ selected on:
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,915,1238,1268,Action (What),Action,push pack 1 2 and 3 switches
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,916,1238,1242,Action (How),Action,push
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,917,1243,1268,Action (Where),Action,pack 1 2 and 3 switches
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,918,1273,1308,Verification (What),Verification,verify offlights are extinguished
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,919,1280,1290,Verification (Where),Verification,offlights
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,920,1295,1308,Verification (How),Verification,extinguished
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,921,1309,1338,Decide (What),Decide,md-10 with econ selected off:
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,922,1315,1338,Decide (How),Decide,with econ selected off:
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,923,1339,1363,Action (What),Action,push any 2 pack switches
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,924,1339,1343,Action (How),Action,push
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,925,1344,1363,Action (Where),Action,any 2 pack switches
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,926,1368,1404,Verification (What),Verification,observe offlights are extinguished
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,927,1376,1386,Verification (Where),Verification,offlights
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,928,1391,1404,Verification (How),Verification,extinguished
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,929,1505,1523,Decide (What),Decide,if the fsc-manual
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,930,1524,1557,Action (What),Action,complete the following procedure:
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,931,1578,1581,Actor,Actor,pnf
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,932,1582,1617,Action (What),Action,l/r aux trans  if installed off/on
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,933,1582,1595,Action (Where),Action,l/r aux trans
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,934,1618,1676,Action (What),Action,push the aux tanks l trans and r trans pumpswitches to on
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,935,1618,1622,Action (How),Action,push
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,936,1623,1670,Action (Where),Action,the aux tanks l trans and r trans pumpswitches
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,937,1677,1693,Decide (What),Decide,if fuel in tank
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,938,1694,1697,Actor,Actor,pnf
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,939,1698,1726,Action (What),Action,tail tnk trans  md11 off/on
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,940,1698,1712,Action (Where),Action,tail tnk trans
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,941,1727,1765,Action (What),Action,push tail tank trans pump switch to on
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,942,1727,1731,Action (How),Action,push
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,943,1732,1759,Action (Where),Action,tail tank trans pump switch
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,944,1766,1782,Decide (What),Decide,if fuel intank
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,945,1783,1831,Trigger (What),Trigger,when the associated pumps lo alert is displayed
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,946,1809,1817,Trigger (How),Trigger,lo alert
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,947,1832,1877,Action (What),Action,push the appropriate trans switch es  to off
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,948,1832,1836,Action (How),Action,push
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,949,1837,1869,Action (Where),Action,the appropriate trans switch es
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,950,1878,1881,Actor,Actor,pnf
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,951,1882,1901,Action (What),Action,fill valvesoff/arm
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,952,1882,1893,Action (Where),Action,fill valves
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,953,1902,1939,Action (What),Action,place fill valves to arm as required
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,954,1908,1919,Action (Where),Action,fill valves
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,955,1940,1943,Actor,Actor,pnf
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,956,1944,1962,Action (What),Action,tnk 2 transoff/on
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,957,1944,1955,Action (Where),Action,tnk 2 trans
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,958,1963,2003,Action (What),Action,push the tank 2 trans pump switch to on
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,959,1963,1967,Action (How),Action,push
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,960,1968,1996,Action (Where),Action,the tank 2 trans pump switch
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,961,2004,2046,Decide (What),Decide,when tank 2 quantity equals tanks 1 and 3
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,962,2009,2046,Decide (How),Decide,tank 2 quantity equals tanks 1 and 3
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,963,2047,2088,Action (What),Action,push thetank 2 trans pump switch to off
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,964,2047,2051,Action (How),Action,push
After Takeoff Md-11 Edited,MD-10/MD-11,44722,0.877246527777778,965,2052,2080,Action (Where),Action,thetank 2 trans pump switch
After Start Md-11 Edited,MD-10/MD-11,44722,0.87715162037037,967,89,100,Actor,Actor,the captain
After Start Md-11 Edited,MD-10/MD-11,44722,0.87715162037037,968,101,106,Action (Where),Action,calls
After Start Md-11 Edited,MD-10/MD-11,44722,0.87715162037037,969,101,138,Action (What),Action,calls for the  after start checklist
After Start Md-11 Edited,MD-10/MD-11,44722,0.87715162037037,970,115,138,Action (How),Action,after start checklist
After Start Md-11 Edited,MD-10/MD-11,44722,0.87715162037037,971,139,249,Trigger (What),Trigger,when:egt for the last engine peaks  egt start red-line removed  andground crew has clearance to disconnect
After Start Md-11 Edited,MD-10/MD-11,44722,0.87715162037037,972,250,279,Actor,Actor,the captain and first officer
After Start Md-11 Edited,MD-10/MD-11,44722,0.87715162037037,973,280,331,Action (What),Action,accomplish the flow items and follow the checklist
After Start Md-11 Edited,MD-10/MD-11,44722,0.87715162037037,974,350,404,Decide (What),Decide,if icing conditions are present expected or forecast
After Start Md-11 Edited,MD-10/MD-11,44722,0.87715162037037,975,405,437,Trigger (What),Trigger,during takeoff below 1500' agl
After Start Md-11 Edited,MD-10/MD-11,44722,0.87715162037037,976,438,445,Actor,Actor,the f/o
After Start Md-11 Edited,MD-10/MD-11,44722,0.87715162037037,977,446,477,Action (What),Action,positions the eng anti-ice - on
After Start Md-11 Edited,MD-10/MD-11,44722,0.87715162037037,978,478,503,Trigger (What),Trigger,after each engine starts
After Start Md-11 Edited,MD-10/MD-11,44722,0.87715162037037,979,504,534,Trigger (What),Trigger,after all engines are started
After Start Md-11 Edited,MD-10/MD-11,44722,0.87715162037037,980,535,542,Actor,Actor,the f/o
After Start Md-11 Edited,MD-10/MD-11,44722,0.87715162037037,981,543,553,Action (How),Action,positions:
After Start Md-11 Edited,MD-10/MD-11,44722,0.87715162037037,982,543,652,Action (What),Action,positions:eng ign - ovrd wing anti-ice - on tail anti-ice  md11 only  - on windshield anti-ice - on norm
After Start Md-11 Edited,MD-10/MD-11,44722,0.87715162037037,983,653,697,Trigger (What),Trigger,during ground operation in icing conditions
After Start Md-11 Edited,MD-10/MD-11,44722,0.87715162037037,984,698,771,Action (What),Action,advance each engine toapproximately 60% n1 for ap-proximately 30 seconds
After Start Md-11 Edited,MD-10/MD-11,44722,0.87715162037037,985,772,800,Trigger (What),Trigger,after each 15 minute period
After Start Md-11 Edited,MD-10/MD-11,44722,0.87715162037037,986,867,927,Decide (What),Decide,if surface conditions orconges-tion does not permit 60% n1
After Start Md-11 Edited,MD-10/MD-11,44722,0.87715162037037,987,928,995,Action (What),Action,then advance throttles as high as practical whenconditions permit
After Start Md-11 Edited,MD-10/MD-11,44722,0.87715162037037,988,941,950,Action (Where),Action,throttles
After Start Md-11 Edited,MD-10/MD-11,44722,0.87715162037037,989,1031,1066,Trigger (What),Trigger,before takeoff in icing conditions
After Start Md-11 Edited,MD-10/MD-11,44722,0.87715162037037,990,1067,1149,Action (What),Action,immediately preceed takeoff with a static engine run-up to 60% n1 for 30 seconds
After Start Md-11 Edited,MD-10/MD-11,44722,0.87715162037037,991,1150,1205,Action (What),Action,observe all ead engine parameters for normaloperation
After Start Md-11 Edited,MD-10/MD-11,44722,0.87715162037037,992,1334,1392,Action (What),Action,push air apu switch off and observe on light extinguishes
After Start Md-11 Edited,MD-10/MD-11,44722,0.87715162037037,993,1334,1338,Action (How),Action,push
After Start Md-11 Edited,MD-10/MD-11,44722,0.87715162037037,994,1339,1357,Action (Where),Action,air apu switch off
After Start Md-11 Edited,MD-10/MD-11,44722,0.87715162037037,995,1401,1428,Action (What),Action,push apu start/stop switch
After Start Md-11 Edited,MD-10/MD-11,44722,0.87715162037037,996,1401,1405,Action (How),Action,push
After Start Md-11 Edited,MD-10/MD-11,44722,0.87715162037037,997,1406,1428,Action (Where),Action,apu start/stop switch
After Start Md-11 Edited,MD-10/MD-11,44722,0.87715162037037,998,1441,1528,Verification (What),Verification,verify the off light in the apu start/stop switch is illuminated and then extinguishes
After Start Md-11 Edited,MD-10/MD-11,44722,0.87715162037037,999,1452,1461,Verification (How),Verification,off light
After Start Md-11 Edited,MD-10/MD-11,44722,0.87715162037037,1000,1465,1490,Verification (Where),Verification,the apu start/stop switch
After Start Md-11 Edited,MD-10/MD-11,44722,0.87715162037037,1001,1706,1801,Action (What),Action,allow 3 minutes after initiation of apu shut-down for the apu fso not clsd alert toextinguish
After Start Md-11 Edited,MD-10/MD-11,44722,0.87715162037037,1002,1722,1755,Trigger (What),Trigger,after initiation of apu shut-down
After Start Md-11 Edited,MD-10/MD-11,44722,0.87715162037037,1003,2053,2067,Decide (What),Decide,if hsc-manual
